token,neighbor,cosine
replacing,fixing,0.756879
replacing,changing,0.7480711
replacing,redundancy,0.73992306
replacing,fix,0.7297149
replacing,redundant,0.7232013
replacing,changes,0.7194699
replacing,prereplacechild,0.71837914
pluggable,plug-in,0.8691364
pluggable,plug,0.8643177
pluggable,plugin,0.7538922
pluggable,usable,0.74182135
pluggable,flexible,0.74012774
pluggable,connected,0.73595244
pluggable,extensible,0.73506445
pluggable,scalable,0.72608984
pluggable,plugins,0.7241866
pluggable,compilable,0.7229802
dimin-,minin,0.74254066
dimin-,less,0.72640127
dimin-,min,0.7112832
dimin-,mon,0.69750446
dimin-,mean,0.69727075
dimin-,int,0.6914247
dimin-,di-,0.6912684
dimin-,min-,0.68949616
dimin-,reduced,0.678172
dimin-,decrease,0.6757293
ifi,iff,0.8158024
ifi,ifip,0.8022116
ifi,ification,0.7949212
ifi,if,0.7547784
ifi,institute,0.74292773
ifi,fi,0.7315706
ifi,indi-,0.7114663
ifi,int,0.699398
ifi,ff,0.69375104
ifi,ief,0.6911737
comparatively,comparable,0.84295714
comparatively,compared,0.83739805
comparatively,comparative,0.83280945
comparatively,relatively,0.8267111
comparatively,comparison,0.8075252
comparatively,equivalently,0.7954026
comparatively,compares,0.79137194
comparatively,similarly,0.7868379
comparatively,comparisons,0.7831487
comparatively,similar,0.7789104
arise,arose,0.8549809
arise,arises,0.8335294
arise,come,0.76497865
arise,become,0.7529147
arise,appear,0.74169683
arise,recover,0.73588955
arise,begin,0.72554183
arise,originate,0.72264576
arise,proceed,0.7138741
arise,invoked,0.7122137
kdegames,kdetoys,0.8373074
kdegames,kde,0.8256313
kdegames,kdemultimedia,0.7794099
kdegames,kdeaddons,0.7517935
kdegames,kdegraphics,0.746729
kdegames,kdeartwork,0.73728424
kdegames,kdewebdev,0.736538
kdegames,kdeadmin,0.7210985
kdegames,kde-common,0.7092455
kdegames,kdebase,0.70426595
subcomponent,subcomponents,0.9767934
subcomponent,component,0.8404244
subcomponent,components,0.77761793
subcomponent,sub-,0.758596
subcomponent,subsystems,0.7479157
subcomponent,subsystem,0.73511463
subcomponent,subsection,0.7214024
subcomponent,subcontract,0.70371836
subcomponent,structed,0.7016222
subcomponent,subgraph,0.7011191
cushions,colors,0.68335575
cushions,columns,0.66988
cushions,back,0.6655249
cushions,color,0.6542206
cushions,style,0.650611
cushions,soft-,0.6491613
cushions,leaves,0.64768803
cushions,positions,0.6440657
cushions,flexible,0.6438424
cushions,supports,0.64239174
classical,classic,0.75919104
classical,traditional,0.746137
classical,formal,0.70171404
classical,modern,0.6931534
classical,historical,0.6876502
classical,formals,0.67674035
classical,standard,0.67588073
classical,literature,0.6637667
classical,style,0.6635902
classical,master,0.66259557
iii,third,0.8598961
iii,three,0.7918755
iii,b3,0.76707405
iii,fourth,0.733863
iii,f3,0.7222266
iii,r3,0.7170311
iii,w3,0.7078369
iii,a3,0.7046814
iii,c3,0.69884855
iii,v3,0.6799921
nonsecauth,non-,0.79946655
nonsecauth,non,0.79196405
nonsecauth,non-similar,0.7292472
nonsecauth,not,0.6993529
nonsecauth,nonempty,0.6905122
nonsecauth,anonymous,0.6811921
nonsecauth,without,0.67535853
nonsecauth,no,0.66312903
nonsecauth,contrary,0.6557998
nonsecauth,un-,0.65478563
culture,literature,0.7321669
culture,arts,0.71701103
culture,environment,0.71278274
culture,society,0.7053921
culture,sciences,0.7036475
culture,language,0.6979732
culture,architecture,0.69006747
culture,languages,0.68464345
culture,style,0.6821904
culture,diversity,0.67648
graph-based,graph,0.8310779
graph-based,graphs,0.82113045
graph-based,tree-based,0.8108176
graph-based,subgraph,0.79051775
graph-based,graphmania,0.7681365
graph-based,similarity-based,0.76646125
graph-based,pattern-based,0.7619615
graph-based,position-based,0.7331045
graph-based,text-based,0.73188835
graph-based,call-graph,0.7208865
ile,le,0.7016751
ile,ine,0.6873074
ile,et,0.6801689
ile,ist,0.66999376
ile,ter,0.6699485
ile,elementary,0.66785747
ile,il,0.6656615
ile,em,0.6650714
ile,el,0.6630124
ile,im,0.66282654
cvsroot,cvshome,0.8345229
cvsroot,cvsanaly,0.8181857
cvsroot,cvssearch,0.78410083
cvsroot,cvsscan,0.779619
cvsroot,cvsgrab,0.77768767
cvsroot,cvs,0.7341381
cvsroot,viewcvs,0.6835648
cvsroot,ccfinder,0.67669034
cvsroot,cr,0.66271096
cvsroot,ci,0.6568186
unsupportedin2,cannot,0.7166975
unsupportedin2,invalid,0.71655756
unsupportedin2,compatibility,0.7102688
unsupportedin2,error,0.6961307
unsupportedin2,insufficient,0.67753863
unsupportedin2,version2,0.6718343
unsupportedin2,debian2,0.6698838
unsupportedin2,failed,0.6681392
unsupportedin2,errors,0.65672255
unsupportedin2,cant,0.65622807
colored,color,0.8847116
colored,colors,0.8724077
colored,red,0.7919281
colored,green,0.77782285
colored,pink,0.76920575
colored,blue,0.7603777
colored,position-color,0.7581241
colored,cyan,0.756827
colored,white,0.7509572
colored,black,0.73642164
zoo,nature,0.6979229
zoo,park,0.6950934
zoo,bear,0.6624697
zoo,marmoset,0.6474914
zoo,outside,0.6469557
zoo,fun,0.6417596
zoo,visit,0.63842416
zoo,explore,0.63136536
zoo,play,0.62951285
zoo,toy,0.6288784
ine,in,0.76760143
ine,se,0.7652392
ine,ence,0.75462276
ine,ele-,0.7421693
ine,se-,0.740397
ine,gine,0.7376318
ine,ue,0.7334787
ine,petere,0.73178816
ine,ure,0.7243541
ine,ple,0.7225834
resolution,resolved,0.8370411
resolution,declaration,0.7130488
resolution,solution,0.7123781
resolution,objective,0.71119463
resolution,resentation,0.7074225
resolution,fixed,0.69853705
resolution,goal,0.6968675
resolution,breakthrough,0.69625384
resolution,fix,0.6960577
resolution,realized,0.6958076
unrefactored,unfactorable,0.7883398
unrefactored,unlabeled,0.7416297
unrefactored,un-,0.737575
unrefactored,incomplete,0.7146062
unrefactored,undirected,0.7058981
unrefactored,arbitrary,0.6962941
unrefactored,unbound,0.6890405
unrefactored,predefined,0.6807947
unrefactored,decomposed,0.6786813
unrefactored,unmatched,0.67866695
unlikely,impossible,0.82518494
unlikely,possible,0.8062455
unlikely,uncertain,0.78462505
unlikely,possibility,0.7812685
unlikely,potentially,0.7649029
unlikely,likely,0.75804675
unlikely,possibly,0.7455667
unlikely,maybe,0.72376454
unlikely,prob-,0.7216841
unlikely,hardly,0.72013825
histograms,histogram,0.94191855
histograms,graphs,0.72425437
histograms,datasets,0.7126771
histograms,statistics,0.71255654
histograms,figures,0.7080563
histograms,data,0.70310926
histograms,graphics,0.6966753
histograms,heuristics,0.6956981
histograms,images,0.6937671
histograms,clustering,0.6930404
fairly,relatively,0.8187846
fairly,appropriately,0.81071407
fairly,reasonable,0.7964489
fairly,sufficiently,0.79069847
fairly,correctly,0.7825487
fairly,effectively,0.7578807
fairly,rather,0.75759864
fairly,appropriate,0.7566167
fairly,acceptable,0.7546767
fairly,suitable,0.74984163
madey,made,0.8046867
madey,makes,0.7420749
madey,make,0.7383704
madey,making,0.72039205
madey,produced,0.68449956
madey,ity,0.6816331
madey,created,0.6693883
madey,cally,0.65403533
madey,built,0.6483059
madey,siy,0.6472926
attachments,attached,0.813188
attachments,couplings,0.7255271
attachments,ments,0.7131507
attachments,extensions,0.7127497
attachments,ements,0.7113021
attachments,bindings,0.70933384
attachments,insertions,0.70535046
attachments,additions,0.7040612
attachments,parts,0.70265424
attachments,assignments,0.69848174
time-interval,interval,0.9074031
time-interval,intervals,0.8501166
time-interval,sub-intervals,0.79139054
time-interval,time,0.7834331
time-interval,temporal,0.73029107
time-interval,duration,0.71744096
time-interval,minute,0.7070435
time-interval,frequency,0.69576585
time-interval,moment,0.6934073
time-interval,elapsed,0.6925066
pos-,start-pos,0.8337652
pos-,end-pos,0.8217765
pos-,po,0.7830145
pos-,position,0.72607434
pos-,posr,0.72294194
pos-,op,0.71777064
pos-,fs,0.7095603
pos-,pp,0.7059246
pos-,p-,0.7012278
pos-,dis-,0.68760324
concurrency,concurrent,0.87588733
concurrency,simultaneous,0.7198954
concurrency,locking,0.7087697
concurrency,sequential,0.6984541
concurrency,parallel,0.69469583
concurrency,computation,0.68869823
concurrency,compute,0.6808381
concurrency,simultaneously,0.68015826
concurrency,computes,0.67413354
concurrency,consistency,0.6731988
inputs,input,0.9409615
inputs,interfaces,0.7654709
inputs,interface,0.75383294
inputs,outputs,0.7373808
inputs,commands,0.7163044
inputs,interaction,0.70936495
inputs,output,0.7054867
inputs,keyboard,0.70443976
inputs,plug,0.70140684
inputs,typing,0.6980686
coping,adapt,0.730584
coping,recovering,0.72882533
coping,suffer,0.7167709
coping,relating,0.7118506
coping,helpful,0.711109
coping,relate,0.70735276
coping,handling,0.7068544
coping,losing,0.70406264
coping,overcome,0.70255876
coping,utilizing,0.69931304
posr,posl,0.83188975
posr,po,0.7250349
posr,pos-,0.72294194
posr,usr,0.71919316
posr,vers,0.69754654
posr,rs,0.69103235
posr,msr,0.6878139
posr,ponents,0.6791487
posr,revr,0.6657555
posr,fer,0.6653684
posl,posr,0.83188975
posl,ls,0.71124446
posl,po,0.70375186
posl,lcs,0.6951371
posl,ples,0.6837379
posl,ponents,0.6811099
posl,fol-,0.6782352
posl,lis,0.67581147
posl,los,0.6715839
posl,pos-,0.6698626
port,ported,0.81082976
port,porting,0.7921031
port,porta-,0.7728197
port,container,0.7095247
port,export,0.7028435
port,point,0.6994541
port,porter,0.6872689
port,sea-,0.6834896
port,jar,0.6745567
port,exported,0.6692736
front-end,back-end,0.82595927
front-end,backend,0.8099443
front-end,ui,0.7188751
front-end,top-level,0.7001559
front-end,interface,0.69937
front-end,browser,0.69278556
front-end,render,0.6917797
front-end,ready-to-use,0.68723154
front-end,html,0.686871
front-end,functionality,0.6729762
atari,amiga,0.75076455
atari,apache,0.6264117
atari,fps,0.6214656
atari,computer,0.619795
atari,ram,0.6196558
atari,x1,0.61621773
atari,graphics,0.61527884
atari,toy,0.6118596
atari,sim,0.6105964
atari,input,0.6095881
behave,conduct,0.8151118
behave,behavior,0.805715
behave,behaviour,0.80445945
behave,behaviors,0.79969996
behave,perform,0.769484
behave,proceed,0.7693254
behave,succeed,0.7685881
behave,do,0.7422931
behave,observe,0.73992854
behave,adapt,0.73803383
well-labeled,labeled,0.82538724
well-labeled,labelled,0.8034971
well-labeled,well-defined,0.7694365
well-labeled,label,0.755188
well-labeled,labels,0.750525
well-labeled,well-known,0.7152373
well-labeled,identifiable,0.7076816
well-labeled,marked,0.6998544
well-labeled,characterized,0.68404764
well-labeled,identifies,0.6809448
college,colleges,0.8927632
college,university,0.8012144
college,school,0.74438167
college,degree,0.72898144
college,academics,0.7289536
college,student,0.7239586
college,semester,0.7213353
college,course,0.71301913
college,class,0.70895875
college,undergraduate,0.7064896
loca-,loc,0.70454645
loca-,lo-,0.68823683
loca-,lo,0.6526466
loca-,oopsla,0.64880735
loca-,rela-,0.64700794
loca-,cla,0.64148414
loca-,lu,0.637854
loca-,loat,0.6347864
loca-,las,0.63224393
loca-,los,0.6296724
higher-order,higher-level,0.7632803
higher-order,type-based,0.6949788
higher-order,depth-first,0.69069654
higher-order,high-level,0.6890687
higher-order,let,0.6864433
higher-order,hierarchies,0.68297905
higher-order,greater,0.6811722
higher-order,higher,0.6791497
higher-order,breadth-first,0.67506045
higher-order,optimizations,0.6717854
impacts,impact,0.92832613
impacts,effects,0.87131286
impacts,effect,0.7864999
impacts,affect,0.7850685
impacts,affected,0.76700586
impacts,implications,0.7530184
impacts,interactions,0.70996636
impacts,outcomes,0.7090622
impacts,reflects,0.6868012
impacts,applicable,0.68111455
productiv-,product,0.79482585
productiv-,produces,0.74053895
productiv-,ver-,0.70994365
productiv-,production,0.7080456
productiv-,outputs,0.7006587
productiv-,products,0.6928045
productiv-,release,0.69226515
productiv-,releases,0.690826
productiv-,softevo,0.6898755
productiv-,gener-,0.6896737
naoki,kai,0.64627326
naoki,inoue,0.6442926
naoki,japanese,0.640936
naoki,nagra,0.63668394
naoki,sakai,0.6273263
naoki,matsumoto,0.6229532
naoki,bide,0.60799074
naoki,japan,0.6061631
naoki,kansai,0.60519356
naoki,wei,0.60182345
city,place,0.7445882
city,toronto,0.73533857
city,chicago,0.733795
city,sf,0.7318008
city,seattle,0.7312898
city,portland,0.730233
city,tokyo,0.7289778
city,country,0.7239315
city,places,0.7234533
city,la,0.7229914
depth-first,depth,0.8316916
depth-first,firstfileversion,0.7850403
depth-first,breadth-first,0.7819105
depth-first,deep,0.75235003
depth-first,deepest,0.730402
depth-first,deeper,0.7273937
depth-first,top-down,0.70243853
depth-first,position-based,0.70229
depth-first,in-depth,0.6942794
depth-first,lastfileversion,0.6932713
filled,filling,0.81501687
filled,full,0.7848329
filled,populating,0.76500475
filled,populate,0.76153994
filled,allocated,0.760937
filled,ready,0.7599325
filled,provided,0.75777495
filled,inserted,0.7510969
filled,offered,0.7467635
filled,given,0.7464748
powerful,strong,0.8710331
powerful,stronger,0.81566006
powerful,strength,0.811726
powerful,strongly,0.8105641
powerful,power,0.80965495
powerful,strongest,0.8061955
powerful,tremendous,0.76331735
powerful,huge,0.76299745
powerful,heavily,0.75751036
powerful,big,0.7479487
modifies,modify,0.91475815
modifies,modifying,0.8966093
modifies,modification,0.88794667
modifies,modifications,0.8640976
modifies,modified,0.84829223
modifies,mod-,0.7404944
modifies,becomes,0.73389703
modifies,revisions,0.73333126
modifies,edit,0.7313665
modifies,customize,0.7309602
centeno,valiente,0.6444995
centeno,centric,0.6386182
centeno,utoronto,0.63467765
centeno,tio,0.62930715
centeno,ce,0.62654644
centeno,thousand,0.62261
centeno,jose,0.6176043
centeno,dec,0.6157121
centeno,large,0.61482084
centeno,uc,0.61392343
avoids,avoided,0.8667069
avoids,avoid,0.8235341
avoids,ignore,0.78496027
avoids,ignoring,0.7762807
avoids,excluding,0.7439129
avoids,doesn,0.7379923
avoids,prevented,0.7315139
avoids,exclusion,0.7098673
avoids,negations,0.7053905
avoids,opposite,0.70394504
singlevariabledeclaration,variable,0.7235165
singlevariabledeclaration,variables,0.7095045
singlevariabledeclaration,specifying,0.66943115
singlevariabledeclaration,numeric,0.66628355
singlevariabledeclaration,single,0.6566682
singlevariabledeclaration,designator,0.6553197
singlevariabledeclaration,identifier,0.6488173
singlevariabledeclaration,denoted,0.6467931
singlevariabledeclaration,let,0.6411942
singlevariabledeclaration,differencing,0.63572556
mozilla_m18-3,mozilla,0.8522465
mozilla_m18-3,browser,0.7388715
mozilla_m18-3,browsers,0.7155706
mozilla_m18-3,bugzilla,0.71434915
mozilla_m18-3,chrome,0.69941145
mozilla_m18-3,mvme88k,0.6613839
mozilla_m18-3,phoenixtinderbox,0.6592719
mozilla_m18-3,linkbrowser,0.65374404
mozilla_m18-3,w3,0.6514318
mozilla_m18-3,webspider,0.6478189
looked,looking,0.8728786
looked,look,0.8530846
looked,checked,0.8138357
looked,viewed,0.8104095
looked,seen,0.7629737
looked,appeared,0.76194674
looked,examined,0.75980717
looked,browsed,0.75759625
looked,searching,0.7562873
looked,found,0.7460385
formulated,devised,0.7990506
formulated,developed,0.7616308
formulated,composed,0.7519567
formulated,expressed,0.7498255
formulated,prepared,0.74590474
formulated,constructed,0.7380167
formulated,designed,0.7345937
formulated,made,0.730559
formulated,compound,0.72128814
formulated,created,0.72097397
minute,moment,0.8282547
minute,minutes,0.8007265
minute,seconds,0.79611903
minute,time,0.7828033
minute,short,0.7625932
minute,min,0.7566511
minute,quick,0.75399566
minute,min-,0.7509212
minute,mm,0.745393
minute,moments,0.74504334
dforge,sourceforge,0.7477637
dforge,df,0.6999294
dforge,d3,0.6940373
dforge,dfs,0.685585
dforge,forge,0.6803793
dforge,perfor-,0.6672689
dforge,fore,0.6634831
dforge,fre-,0.6566621
dforge,d_k,0.6561274
dforge,cfg,0.65376663
semester,college,0.7213353
semester,university,0.71973395
semester,rotation,0.71013534
semester,academic,0.7094242
semester,undergraduate,0.707418
semester,month,0.705705
semester,student,0.70519066
semester,academics,0.70285994
semester,week,0.7006016
semester,grades,0.69903743
exclusive,special,0.7323058
exclusive,private,0.72666967
exclusive,unique,0.71655047
exclusive,rare,0.7053933
exclusive,taken,0.69454193
exclusive,independent,0.6936798
exclusive,standalone,0.6929982
exclusive,transparent,0.6901963
exclusive,popular,0.6901551
exclusive,optional,0.6897321
fbcd,fbd,0.8648197
fbcd,fabd,0.763675
fbcd,kbd,0.749427
fbcd,db,0.6826636
fbcd,bsd,0.67521954
fbcd,cdiff,0.6533515
fbcd,openbsd,0.65273565
fbcd,caddr,0.6526507
fbcd,bc,0.64512694
fbcd,dtd,0.6365635
ference,ferent,0.7695664
ference,fectiveness,0.71967715
ference,fer,0.6930278
ference,ff,0.6758933
ference,occurrence,0.6702235
ference,fre-,0.6697664
ference,ferre,0.6690629
ference,fedora,0.66747695
ference,match,0.66268945
ference,familiar,0.65937287
jdk,gtk,0.76524377
jdk,java,0.76479506
jdk,bytecode,0.7151849
jdk,gnu,0.7051499
jdk,compiler,0.6991728
jdk,jdt,0.6987158
jdk,netbeans,0.6963607
jdk,in-java,0.6944542
jdk,gui,0.6942096
jdk,programming,0.6803685
individuals,individual,0.9222812
individuals,persons,0.9048351
individuals,individually,0.86914265
individuals,people,0.82861793
individuals,themselves,0.7840902
individuals,personal,0.77734977
individuals,person,0.76955116
individuals,users,0.75895596
individuals,each,0.7531974
individuals,participants,0.747094
repeated,again,0.8190669
repeated,revisited,0.8170345
repeated,duplicated,0.7974317
repeated,duplicate,0.7748321
repeated,duplication,0.76517123
repeated,frequent,0.75872886
repeated,duplicates,0.7479753
repeated,successive,0.7470052
repeated,consistent,0.744083
repeated,copied,0.7403363
fragmented,fragments,0.86441237
fragmented,scattered,0.83903384
fragmented,fragment,0.82154405
fragmented,decomposed,0.80742323
fragmented,decomposing,0.77297735
fragmented,splitting,0.7724348
fragmented,split,0.767932
fragmented,divided,0.7523211
fragmented,separated,0.75025094
fragmented,decomposition,0.74895084
